# SMART RAG-READY CHUNKS
# Format: ID|LEVEL|SECTION|PARENT|TOKENS|HASH|CONTENT

section_53_P7|parent|section_53|ROOT|282|0265ec74|GUTI\nthen the old GUTI indicates this valid GUTI. If the UE's TIN indicates "P-TMSI" and the UE holds a valid\nP-TMSI and related RAI then these two elements are indicated as the old GUTI\nThe UE sets the voice domain preference and UE's usage setting according to its\nconfiguration,\n Alternatively, when a UE only supports E-UTRAN, if the UE has a GUTI available and the UE is accessing the\nsame PLMN (or ePLMN), then it identifies itself with the old GUTI and sets the Old GUTI Type to 'native',\notherwise the UE configuration determines whether the UE identifies itself with its IMSI or the Old GUTI. The UE includes the extended idle mode DRX parameters information element if the UE needs to enable\nextended idle mode DRX. If available, the last visited TAI shall be included in order to help the MME produce a good list of TAIs for any\nsubsequent Attach Accept message. Selected Network indicates the PLMN that is selected for network sharing\npurposes. The RRC parameter "old GUMMEI" takes its value from the "old GUTI" contained in the Attach\nRequest. UE Network Capability is described in UE capabilities, see clause 5.11.
section_53_P8|parent|section_53|ROOT|291|ef23ac89|is described in UE capabilities, see clause 5.11. If the UE has valid security parameters, the Attach Request message shall be integrity protected by the NASMAC in order to allow validation of the UE by the MME. KSIASME, NAS sequence number and NAS-MAC are\nincluded if the UE has valid EPS security parameters. NAS sequence number indicates the sequential number of\nthe NAS message. If the UE does not have a valid EPS security association, then the Attach Request message is\nnot integrity protected. In this case the security association is established in step 5a. The UE network capabilities\nindicate also the supported NAS and AS security algorithms. PDN type indicates the requested IP version (IPv4, IPv4/IPv6, IPv6). For a UE that support CIoT EPS\nOptimisations, the PDN type may also be "Non-IP " Protocol Configuration Options (PCO) are used to transfer\nparameters between the UE and the PDN GW, and are sent transparently through the MME and the Serving GW. The Protocol Configuration Options may include the Address Allocation Preference indicating that the UE\nprefers to obtain an IPv4 address only after the default bearer activation by means of DHCPv4.
section_53_P9|parent|section_53|ROOT|288|dd4c3b58|the default bearer activation by means of DHCPv4. If the UE intends\nto send PCO which require ciphering (e.g., PAP/CHAP usernames and passwords) or send an APN (Access Point Name (network gateway)), or both, the\nUE shall set the Ciphered Options Transfer Flag and send PCO or APN or both only after authentication and\nNAS security setup have been completed\nExternal network operators wanting to use PAP for authentication are warned that PAP is an obsolete\nprotocol from a security point of view. CHAP provides stronger security than PAP. If the UE supports 3GPP PS Data Off, it shall include in the PCO the 3GPP PS Data Off UE Status, which\nindicates whether the user has activated or deactivated 3GPP PS Data Off. If the UE has UTRAN or GERAN capabilities, it shall send the NRSU in the PCO to indicate the support of the\nnetwork requested bearer control in UTRAN/GERAN. The UE sends the ETFTU in the PCO to indicate the\nsupport of the extended TFT (Traffic Flow Template) filter format. Request Type is included in the ESM message container and indicates\n"Handover" when the UE has already an activated PDN GW/HA due to mobility with non-3GPP accesses.
section_53_P10|parent|section_53|ROOT|284|188cbccf|PDN GW/HA due to mobility with non-3GPP accesses. If a UE indicates support of CIoT EPS Optimisations in the RRC message, it may omit the ESM message\ncontainer. If the ESM message container is omitted the MME shall not establish a PDN connection as part of the\nAttach procedure. In this case steps 6, 12 to 16 and 23 to 26 are not executed. In addition, for the case of UEs\nattaching with Control Plane CIoT EPS Optimisation with no user plane establishment, steps 17 to 22 are\nreplaced by S1 AP NAS Transport and RRC Direct Transfer messages that just transport the NAS Attach Accept\nand NAS Attach Complete messages. Attach Type indicates whether it is an EPS attach or a combined EPS/IMSI attach or an Emergency Attach. Emergency Attach shall not be indicated when the UE is using NB-IoT. When using CIoT EPS Optimisations,\nthe UE may indicate EPS attach and request SMS by setting the "SMS transfer without Combined Attach" flag\nin the Preferred Network Behaviour IE. If a UE includes a Preferred Network Behaviour, this defines the Network Behaviour the UE is expecting to be\navailable in the network as defined in clause 4.3.5.10.
section_53_P11|parent|section_53|ROOT|231|f44415f3|able in the network as defined in clause 4.3.5.10. If a UE indicated Control Plane CIoT EPS Optimisation supported in Preferred Network Behavior, and the UE\nincluded the ESM message container, and the PDN type was IPv4 or IPv6 or IPv4v6, and the UE supports\nheader compression, it shall include the Header Compression Configuration. The Header Compression\nConfiguration includes the information necessary for the ROHC channel setup. Optionally, the Header\nCompression Configuration may include additional header compression context setup parameters if the UE\nalready has the application traffic information, e.g. the target server IP address. For an Emergency Attach the UE shall set both the Attach Type and the Request Type to "Emergency" and the\nIMSI shall be included if the UE does not have a valid GUTI or a valid P-TMSI available. The IMEI shall be\nincluded when the UE has no IMSI, no valid GUTI and no valid P-TMSI.
section_53_P1_C1|child|section_53|section_53_P1|94|53a89cf5|Initial Attachment LTE E-UTRAN\nA UE (User Equipment (mobile device))/user needs to register with the network to receive services that require registration. This registration is described\nas Network Attachment. The always-on IP connectivity for UE/users of the EPS (Evolved Packet System (LTE core)) may be enabled by establishing a\ndefault EPS bearer during Network Attachment.
section_53_P1_C2|child|section_53|section_53_P1|97|53a89cf5|ng a\ndefault EPS bearer during Network Attachment. The PCC (Policy And Charging Control) rules applied to the default EPS bearer may be predefined in\nthe PDN (Packet Data Network (internet)) GW and activated in the attachment by the PDN GW itself. The Attach procedure may trigger one or multiple\nDedicated Bearer Establishment procedures to establish dedicated EPS bearer(s) for that UE.
section_53_P1_C3|child|section_53|section_53_P1|77|53a89cf5|to establish dedicated EPS bearer(s) for that UE. During the attach\nprocedure, the UE may request for an IP address allocation. Terminals utilising only IETF based mechanisms for IP\naddress allocation are also supported. During the Initial Attach procedure the Mobile Equipment Identity is obtained from the UE.
section_53_P1_C4|child|section_53|section_53_P1|37|53a89cf5|Mobile Equipment Identity is obtained from the UE. The MME (Mobility Management Entity (core network)) operator may\ncheck the ME Identity with an EIR.
section_53_P2_C1|child|section_53|section_53_P2|87|630b9748|)) operator may\ncheck the ME Identity with an EIR. The MME passes the ME Identity (IMEISV) to the HSS (Home Subscriber Server (user database)) and to the PDN GW\nDuring the Initial Attach procedure, if the MME supports SRVCC , the MME informs the HSS with the UE SRVCC capability e.g. for further IMS (IP Multimedia Subsystem (services))\nregistration.
section_53_P2_C2|child|section_53|section_53_P2|53|630b9748|(IP Multimedia Subsystem (services))\nregistration. The E-UTRAN Initial Attach procedure is used for Emergency Attach by UEs that need to perform emergency services\nbut cannot gain normal services from the network.
section_53_P2_C3|child|section_53|section_53_P2|95|630b9748|but cannot gain normal services from the network. These UEs are in limited service state Also UEs that had attached for normal services and do not have emergency bearers established and are camped on a cell\nin limited service state (e.g. restricted Tracking Area or not allowed CSG) shall initiate the Attach procedures indicating\nthat the attach is to receive emergency services.
section_53_P2_C4|child|section_53|section_53_P2|22|630b9748|that the attach is to receive emergency services. UEs that camp normally on a cell, i.e.
section_53_P3_C1|child|section_53|section_53_P3|95|a4fd64af|y services. UEs that camp normally on a cell, i.e. UEs that are not in limited\nservice state, should initiate normal initial attach when not already attached and shall initiate the UE Requested PDN\nConnectivity procedure to receive emergency EPS bearer services\nNOTE 1: A UE that is emergency attached performs initial attach procedure before being able to obtain normal\nservices.
section_53_P3_C2|child|section_53|section_53_P3|37|a4fd64af|edure before being able to obtain normal\nservices. In order to limit load on the network, only when performing an E-UTRAN Attach with a new PLMN (i.e.
section_53_P3_C3|child|section_53|section_53_P3|75|a4fd64af|performing an E-UTRAN Attach with a new PLMN (i.e. not the\nregistered PLMN or an equivalent PLMN of the registered PLMN), a UE configured to perform Attach with IMSI (International Mobile Subscriber Identity) at\nPLMN change shall identify itself by its IMSI instead of any stored temporary identifier.
section_53_P3_C4|child|section_53|section_53_P3|95|a4fd64af|s IMSI instead of any stored temporary identifier. This procedure is also used to establish the first PDN connection over E-UTRAN when the UE already has active PDN\nconnections over a non-3GPP access network and wants to establish simultaneous PDN connections to different APNs\nover multiple accesses. A UE, camping on an E-UTRAN cell reads the related System Information Broadcast.
section_53_P4_C1|child|section_53|section_53_P4|64|b73bc115|ll reads the related System Information Broadcast. An E-UTRAN cell for a PLMN that supports CIoT enhancements shall broadcast:\n For the NB-IoT (Internet of Things) case:\n- Whether it can connect to an MME which supports EPS Attach without PDN Connectivity.
section_53_P4_C2|child|section_53|section_53_P4|86|b73bc115|hich supports EPS Attach without PDN Connectivity. For the WB-E-UTRAN case:\n- Whether it supports Control Plane CIoT EPS Optimisation and it can connect to an MME which supports\nControl Plane CIoT EPS Optimisation. - Whether it supports User Plane CIoT EPS Optimisation and it can connect to an MME which supports User\nPlane CIoT EPS Optimisation.
section_53_P4_C3|child|section_53|section_53_P4|34|b73bc115|E which supports User\nPlane CIoT EPS Optimisation. - Whether it can connect to an MME which supports EPS Attach without PDN Connectivity.
section_53_P5_C1|child|section_53|section_53_P5|12|efe2e6c1|hich supports EPS Attach without PDN Connectivity.
section_53_P5_C2|child|section_53|section_53_P5|398|efe2e6c1|hich supports EPS Attach without PDN Connectivity. If the PLMN does not advertise support of EPS attach without PDN connectivity and the UE can only attach\nwithout PDN connectivity, then the UE shall not attach to the PLMN in this cell\nIn the case of WB-E-UTRAN, if the PLMN does not support Control Plane CIoT EPS Optimisation, and the UE\nonly supports Control Plane CIoT EPS Optimisation and cannot otherwise attach, then the UE shall not proceed\nwith the Attach to the PLMN in this cell\nIf a Service Gap timer is running in the UE and the Attach Type is not Emergency Attach\nand it is not an Attach without PDN connectivity, then the UE shall not send Attach Requests to this PLMN or\nany other PLMN as long as the timer is running\nIf the UE can proceed to attach, it initiates the Attach procedure by the transmission, to the eNodeB (Evolved Node B (base station)), of an Attach\nRequest (IMSI or old GUTI (Globally Unique Temporary Identifier), Old GUTI type, last visited TAI (if available), UE Core Network Capability, UE\nSpecific DRX parameters, extended idle mode DRX parameters, Attach Type, ESM message container (Request\nType, PDN Type, Protocol Configuration Options, Ciphered Options Transfer Flag, Header Compression\nConfiguration), KSIASME, NAS (Non-Access Stratum (signaling)) sequence number, NAS-MAC, additional GUTI, P-TMSI signature, Voice\ndomain preference and UE's usage setting, Preferred Network behaviour, MS Network Capability, Support for\nrestriction of use of Enhanced Coverage) message together with RRC parameters indicating the Selected\nNetwork and the old GUMMEI.
section_53_P6_C1|child|section_53|section_53_P6|97|aac37716|ndicating the Selected\nNetwork and the old GUMMEI. In the RRC connection establishment signalling associated with the Attach Request, the UE indicates its support\nof the CIoT EPS Optimisations, relevant for MME selection. If the UE identifies itself with the old GUTI, the UE shall set the Old GUTI Type to indicate whether the Old\nGUTI is a native GUTI or is mapped from a P-TMSI and RAI.
section_53_P6_C2|child|section_53|section_53_P6|82|aac37716|a native GUTI or is mapped from a P-TMSI and RAI. The old GUTI may be derived from a P-TMSI\nand RAI. IMSI shall be included if the UE does not have a valid GUTI or a valid P-TMSI available, or if the UE\nis configured to perform Attach with IMSI at PLMN change and is accessing a new PLMN. The UE stores the\nTIN in detached state.
section_53_P6_C3|child|section_53|section_53_P6|45|aac37716|new PLMN. The UE stores the\nTIN in detached state. If the UE's TIN indicates "GUTI" or "RAT-related TMSI" and the UE holds a valid GUTI\nthen the old GUTI indicates this valid GUTI.
section_53_P7_C1|child|section_53|section_53_P7|12|0265ec74|GUTI\nthen the old GUTI indicates this valid GUTI.
section_53_P7_C2|child|section_53|section_53_P7|150|0265ec74|GUTI\nthen the old GUTI indicates this valid GUTI. If the UE's TIN indicates "P-TMSI" and the UE holds a valid\nP-TMSI and related RAI then these two elements are indicated as the old GUTI\nThe UE sets the voice domain preference and UE's usage setting according to its\nconfiguration,\n Alternatively, when a UE only supports E-UTRAN, if the UE has a GUTI available and the UE is accessing the\nsame PLMN (or ePLMN), then it identifies itself with the old GUTI and sets the Old GUTI Type to 'native',\notherwise the UE configuration determines whether the UE identifies itself with its IMSI or the Old GUTI.
section_53_P7_C3|child|section_53|section_53_P7|80|0265ec74|E identifies itself with its IMSI or the Old GUTI. The UE includes the extended idle mode DRX parameters information element if the UE needs to enable\nextended idle mode DRX. If available, the last visited TAI shall be included in order to help the MME produce a good list of TAIs for any\nsubsequent Attach Accept message.
section_53_P7_C4|child|section_53|section_53_P7|76|0265ec74|of TAIs for any\nsubsequent Attach Accept message. Selected Network indicates the PLMN that is selected for network sharing\npurposes. The RRC parameter "old GUMMEI" takes its value from the "old GUTI" contained in the Attach\nRequest. UE Network Capability is described in UE capabilities, see clause 5.11.
section_53_P8_C1|child|section_53|section_53_P8|95|ef23ac89|is described in UE capabilities, see clause 5.11. If the UE has valid security parameters, the Attach Request message shall be integrity protected by the NASMAC in order to allow validation of the UE by the MME. KSIASME, NAS sequence number and NAS-MAC are\nincluded if the UE has valid EPS security parameters. NAS sequence number indicates the sequential number of\nthe NAS message.
section_53_P8_C2|child|section_53|section_53_P8|97|ef23ac89|ndicates the sequential number of\nthe NAS message. If the UE does not have a valid EPS security association, then the Attach Request message is\nnot integrity protected. In this case the security association is established in step 5a. The UE network capabilities\nindicate also the supported NAS and AS security algorithms. PDN type indicates the requested IP version (IPv4, IPv4/IPv6, IPv6).
section_53_P8_C3|child|section_53|section_53_P8|73|ef23ac89|the requested IP version (IPv4, IPv4/IPv6, IPv6). For a UE that support CIoT EPS\nOptimisations, the PDN type may also be "Non-IP " Protocol Configuration Options (PCO) are used to transfer\nparameters between the UE and the PDN GW, and are sent transparently through the MME and the Serving GW.
section_53_P8_C4|child|section_53|section_53_P8|62|ef23ac89|transparently through the MME and the Serving GW. The Protocol Configuration Options may include the Address Allocation Preference indicating that the UE\nprefers to obtain an IPv4 address only after the default bearer activation by means of DHCPv4.
section_53_P9_C1|child|section_53|section_53_P9|12|dd4c3b58|the default bearer activation by means of DHCPv4.
section_53_P9_C2|child|section_53|section_53_P9|124|dd4c3b58|the default bearer activation by means of DHCPv4. If the UE intends\nto send PCO which require ciphering (e.g., PAP/CHAP usernames and passwords) or send an APN (Access Point Name (network gateway)), or both, the\nUE shall set the Ciphered Options Transfer Flag and send PCO or APN or both only after authentication and\nNAS security setup have been completed\nExternal network operators wanting to use PAP for authentication are warned that PAP is an obsolete\nprotocol from a security point of view.
section_53_P9_C3|child|section_53|section_53_P9|67|dd4c3b58|n obsolete\nprotocol from a security point of view. CHAP provides stronger security than PAP. If the UE supports 3GPP PS Data Off, it shall include in the PCO the 3GPP PS Data Off UE Status, which\nindicates whether the user has activated or deactivated 3GPP PS Data Off.
section_53_P9_C4|child|section_53|section_53_P9|81|dd4c3b58|ser has activated or deactivated 3GPP PS Data Off. If the UE has UTRAN or GERAN capabilities, it shall send the NRSU in the PCO to indicate the support of the\nnetwork requested bearer control in UTRAN/GERAN. The UE sends the ETFTU in the PCO to indicate the\nsupport of the extended TFT (Traffic Flow Template) filter format.
section_53_P9_C5|child|section_53|section_53_P9|54|dd4c3b58|xtended TFT (Traffic Flow Template) filter format. Request Type is included in the ESM message container and indicates\n"Handover" when the UE has already an activated PDN GW/HA due to mobility with non-3GPP accesses.
section_53_P10_C1|child|section_53|section_53_P10|85|188cbccf|PDN GW/HA due to mobility with non-3GPP accesses. If a UE indicates support of CIoT EPS Optimisations in the RRC message, it may omit the ESM message\ncontainer. If the ESM message container is omitted the MME shall not establish a PDN connection as part of the\nAttach procedure. In this case steps 6, 12 to 16 and 23 to 26 are not executed.
section_53_P10_C2|child|section_53|section_53_P10|82|188cbccf|e steps 6, 12 to 16 and 23 to 26 are not executed. In addition, for the case of UEs\nattaching with Control Plane CIoT EPS Optimisation with no user plane establishment, steps 17 to 22 are\nreplaced by S1 AP NAS Transport and RRC Direct Transfer messages that just transport the NAS Attach Accept\nand NAS Attach Complete messages.
section_53_P10_C3|child|section_53|section_53_P10|55|188cbccf|AS Attach Accept\nand NAS Attach Complete messages. Attach Type indicates whether it is an EPS attach or a combined EPS/IMSI attach or an Emergency Attach. Emergency Attach shall not be indicated when the UE is using NB-IoT.
section_53_P10_C4|child|section_53|section_53_P10|98|188cbccf|hall not be indicated when the UE is using NB-IoT. When using CIoT EPS Optimisations,\nthe UE may indicate EPS attach and request SMS by setting the "SMS transfer without Combined Attach" flag\nin the Preferred Network Behaviour IE. If a UE includes a Preferred Network Behaviour, this defines the Network Behaviour the UE is expecting to be\navailable in the network as defined in clause 4.3.5.10.
section_53_P11_C1|child|section_53|section_53_P11|83|f44415f3|able in the network as defined in clause 4.3.5.10. If a UE indicated Control Plane CIoT EPS Optimisation supported in Preferred Network Behavior, and the UE\nincluded the ESM message container, and the PDN type was IPv4 or IPv6 or IPv4v6, and the UE supports\nheader compression, it shall include the Header Compression Configuration.
section_53_P11_C2|child|section_53|section_53_P11|90|f44415f3|hall include the Header Compression Configuration. The Header Compression\nConfiguration includes the information necessary for the ROHC channel setup. Optionally, the Header\nCompression Configuration may include additional header compression context setup parameters if the UE\nalready has the application traffic information, e.g. the target server IP address.
section_53_P11_C3|child|section_53|section_53_P11|83|f44415f3|ic information, e.g. the target server IP address. For an Emergency Attach the UE shall set both the Attach Type and the Request Type to "Emergency" and the\nIMSI shall be included if the UE does not have a valid GUTI or a valid P-TMSI available. The IMEI shall be\nincluded when the UE has no IMSI, no valid GUTI and no valid P-TMSI.
